"otuids"	"Rank1"	"Rank2"	"Rank3"	"Rank4"	"Rank5"	"Rank6"	"Rank7"
"896276"	"k__Bacteria"	"p__Bacteroidetes"	"c__Sphingobacteriia"	"o__Sphingobacteriales"	"f__Sphingobacteriaceae"	"g__Pedobacter"	"s__"
"4370738"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__"	"g__"	"s__"
"254346"	"k__Bacteria"	"p__Actinobacteria"	"c__Rubrobacteria"	"o__Rubrobacterales"	"f__Rubrobacteraceae"	"g__"	"s__"
"269875"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__Haliangiaceae"	"g__"	"s__"
"909170"	"k__Bacteria"	"p__Verrucomicrobia"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Verrucomicrobiaceae"	"g__Luteolibacter"	"s__"
"1017063"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__Polyangiaceae"	"g__"	"s__"
"558264"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Alcaligenaceae"	"g__Achromobacter"	"s__"
"242284"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"415661"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Oxalobacteraceae"	"g__Ralstonia"	"s__"
"4359497"	"k__Bacteria"	"p__Gemmatimonadetes"	"c__Gemmatimonadetes"	"o__Ellin5290"	"f__"	"g__"	"s__"
"113004"	"k__Bacteria"	"p__Gemmatimonadetes"	"c__Gemmatimonadetes"	"o__Gemmatimonadales"	"f__Ellin5301"	"g__"	"s__"
"1081489"	"k__Bacteria"	"p__Fibrobacteres"	"c__Fibrobacteria"	"o__258ds10"	"f__"	"g__"	"s__"
"852162"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"4342317"	"k__Bacteria"	"p__Bacteroidetes"	"c__Sphingobacteriia"	"o__Sphingobacteriales"	"f__"	"g__"	"s__"
"539336"	"k__Bacteria"	"p__Acidobacteria"	"c__PAUC37f"	"o__"	"f__"	"g__"	"s__"
"627435"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__0319-6G20"	"g__"	"s__"
"587540"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Sinobacteraceae"	"g__"	"s__"
"4439482"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Thiotrichales"	"f__Piscirickettsiaceae"	"g__"	"s__"
"226240"	"k__Bacteria"	"p__Verrucomicrobia"	"c__Opitutae"	"o__Opitutales"	"f__Opitutaceae"	"g__"	"s__"
"303643"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Bradyrhizobiaceae"	"g__"	"s__"
"584598"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Rhodoplanes"	"s__"
"772651"	"k__Bacteria"	"p__Acidobacteria"	"c__Acidobacteria-6"	"o__iii1-15"	"f__RB40"	"g__"	"s__"
"794280"	"k__Bacteria"	"p__Gemmatimonadetes"	"c__Gemm-1"	"o__"	"f__"	"g__"	"s__"
"997544"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__Flavisolibacter"	"s__"
"824675"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"1081815"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__"	"s__"
"819681"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Gaiellales"	"f__Gaiellaceae"	"g__"	"s__"
"544772"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Devosia"	"s__"
"732609"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Promicromonosporaceae"	"g__Luteimicrobium"	"s__subarcticum"
"236466"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Agromyces"	"s__"
"100737"	"k__Bacteria"	"p__Verrucomicrobia"	"c__Opitutae"	"o__Opitutales"	"f__Opitutaceae"	"g__"	"s__"
"952082"	"k__Bacteria"	"p__Bacteroidetes"	"c__Sphingobacteriia"	"o__Sphingobacteriales"	"f__Sphingobacteriaceae"	"g__Pedobacter"	"s__"
"568461"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Gaiellales"	"f__Gaiellaceae"	"g__"	"s__"
"723100"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Rhodoplanes"	"s__"
"812105"	"k__Bacteria"	"p__WS3"	"c__PRR-12"	"o__Sediment-1"	"f__PRR-10"	"g__"	"s__"
"561452"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Gaiellales"	"f__Gaiellaceae"	"g__"	"s__"
"945733"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"329490"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Actinosynnemataceae"	"g__Lentzea"	"s__"
"620224"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Syntrophobacterales"	"f__Syntrophobacteraceae"	"g__"	"s__"
"778795"	"k__Bacteria"	"p__Gemmatimonadetes"	"c__Gemmatimonadetes"	"o__"	"f__"	"g__"	"s__"
"1110836"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"240506"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__"	"g__"	"s__"
"832619"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__SC-I-84"	"f__"	"g__"	"s__"
"139405"	"k__Bacteria"	"p__Planctomycetes"	"c__Planctomycetia"	"o__Pirellulales"	"f__Pirellulaceae"	"g__Pirellula"	"s__"
"1112326"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Rhodoplanes"	"s__"
"778968"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Nocardioidaceae"	"g__"	"s__"
"1125248"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Xanthomonadaceae"	"g__Dokdonella"	"s__"
"137916"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Beijerinckiaceae"	"g__"	"s__"
"4401982"	"k__Bacteria"	"p__Nitrospirae"	"c__Nitrospira"	"o__Nitrospirales"	"f__Nitrospiraceae"	"g__"	"s__"
"750320"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__Polyangiaceae"	"g__Sorangium"	"s__cellulosum"
"185950"	"k__Bacteria"	"p__Chloroflexi"	"c__Anaerolineae"	"o__SBR1031"	"f__A4b"	"g__"	"s__"
"917888"	"k__Bacteria"	"p__Bacteroidetes"	"c__Sphingobacteriia"	"o__Sphingobacteriales"	"f__Sphingobacteriaceae"	"g__"	"s__"
"256569"	"k__Bacteria"	"p__Chlorobi"	"c__"	"o__"	"f__"	"g__"	"s__"
"235541"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Pedosphaerae]"	"o__[Pedosphaerales]"	"f__"	"g__"	"s__"
"937954"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"78422"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"688259"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Micromonosporaceae"	"g__Couchioplanes"	"s__"
"237703"	"k__Bacteria"	"p__Actinobacteria"	"c__Acidimicrobiia"	"o__Acidimicrobiales"	"f__EB1017"	"g__"	"s__"
"1640195"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodospirillales"	"f__Rhodospirillaceae"	"g__"	"s__"
"319944"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Solirubrobacterales"	"f__"	"g__"	"s__"
"554390"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Bdellovibrionales"	"f__Bacteriovoracaceae"	"g__Peredibacter"	"s__starrii"
"1044436"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Syntrophobacterales"	"f__Syntrophobacteraceae"	"g__"	"s__"
"1072787"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Xanthomonadaceae"	"g__Thermomonas"	"s__"
"576653"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"570552"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Agromyces"	"s__"
"1053194"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Sinobacteraceae"	"g__"	"s__"
"674370"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Devosia"	"s__"
"339660"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Sinobacteraceae"	"g__"	"s__"
"4300564"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Caulobacterales"	"f__Caulobacteraceae"	"g__Asticcacaulis"	"s__biprosthecium"
"960076"	"k__Bacteria"	"p__Bacteroidetes"	"c__Flavobacteriia"	"o__Flavobacteriales"	"f__Flavobacteriaceae"	"g__Flavobacterium"	"s__"
"562311"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Rhodoplanes"	"s__"
"2946783"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Erythrobacteraceae"	"g__"	"s__"
"817349"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Acidithiobacillales"	"f__"	"g__"	"s__"
"586320"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Spartobacteria]"	"o__[Chthoniobacterales]"	"f__[Chthoniobacteraceae]"	"g__OR-59"	"s__"
"546371"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Solirubrobacterales"	"f__"	"g__"	"s__"
"254392"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Ellin6067"	"f__"	"g__"	"s__"
"216925"	"k__Bacteria"	"p__Acidobacteria"	"c__[Chloracidobacteria]"	"o__RB41"	"f__"	"g__"	"s__"
"809189"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"792574"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Pedosphaerae]"	"o__[Pedosphaerales]"	"f__"	"g__"	"s__"
"360823"	"k__Bacteria"	"p__Acidobacteria"	"c__Acidobacteria-6"	"o__iii1-15"	"f__"	"g__"	"s__"
"137818"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Gaiellales"	"f__Gaiellaceae"	"g__"	"s__"
"813938"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__Kaistobacter"	"s__"
"811263"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Gaiellales"	"f__Gaiellaceae"	"g__"	"s__"
"208805"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"2591424"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__"	"g__"	"s__"
"824146"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__Kaistobacter"	"s__"
"510547"	"k__Bacteria"	"p__Actinobacteria"	"c__Acidimicrobiia"	"o__Acidimicrobiales"	"f__"	"g__"	"s__"
"1105574"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Oxalobacteraceae"	"g__"	"s__"
"1108685"	"k__Bacteria"	"p__Nitrospirae"	"c__Nitrospira"	"o__Nitrospirales"	"f__0319-6A21"	"g__"	"s__"
"365415"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Sinobacteraceae"	"g__Steroidobacter"	"s__"
"915948"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Nocardiaceae"	"g__Rhodococcus"	"s__"
"1098922"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Hyphomicrobium"	"s__"
"4316013"	"k__Bacteria"	"p__Planctomycetes"	"c__Planctomycetia"	"o__Pirellulales"	"f__Pirellulaceae"	"g__"	"s__"
"814232"	"k__Bacteria"	"p__Acidobacteria"	"c__Acidobacteria-6"	"o__iii1-15"	"f__"	"g__"	"s__"
"769643"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Pseudomonadaceae"	"g__"	"s__"
"130710"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__"	"s__"
"825183"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"557467"	"k__Bacteria"	"p__Gemmatimonadetes"	"c__Gemmatimonadetes"	"o__Gemmatimonadales"	"f__Ellin5301"	"g__"	"s__"
"550164"	"k__Bacteria"	"p__Bacteroidetes"	"c__Cytophagia"	"o__Cytophagales"	"f__Cytophagaceae"	"g__"	"s__"
"577068"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__MND1"	"f__"	"g__"	"s__"
"246952"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"281360"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodospirillales"	"f__Rhodospirillaceae"	"g__"	"s__"
"153239"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Pedosphaerae]"	"o__[Pedosphaerales]"	"f__"	"g__"	"s__"
"1082846"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__"
"11428"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Geodermatophilaceae"	"g__Geodermatophilus"	"s__obscurus"
"962736"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__HTCC2188"	"f__HTCC2089"	"g__"	"s__"
"18499"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__Sphingobium"	"s__"
"591358"	"k__Bacteria"	"p__Planctomycetes"	"c__Planctomycetia"	"o__Gemmatales"	"f__Gemmataceae"	"g__Gemmata"	"s__"
"238109"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__Polaromonas"	"s__"
"218116"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Pedosphaerae]"	"o__[Pedosphaerales]"	"f__Ellin517"	"g__"	"s__"
"582391"	"k__Bacteria"	"p__Acidobacteria"	"c__Acidobacteria-6"	"o__iii1-15"	"f__"	"g__"	"s__"
"556561"	"k__Archaea"	"p__Crenarchaeota"	"c__Thaumarchaeota"	"o__Nitrososphaerales"	"f__Nitrososphaeraceae"	"g__Candidatus Nitrososphaera"	"s__SCA1170"
"1109142"	"k__Bacteria"	"p__Verrucomicrobia"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Verrucomicrobiaceae"	"g__"	"s__"
"1108431"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Pedosphaerae]"	"o__[Pedosphaerales]"	"f__Ellin515"	"g__"	"s__"
"105113"	"k__Archaea"	"p__Crenarchaeota"	"c__Thaumarchaeota"	"o__Nitrososphaerales"	"f__Nitrososphaeraceae"	"g__Candidatus Nitrososphaera"	"s__"
"792868"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Oxalobacteraceae"	"g__"	"s__"
"107234"	"k__Archaea"	"p__Crenarchaeota"	"c__Thaumarchaeota"	"o__Nitrososphaerales"	"f__Nitrososphaeraceae"	"g__Candidatus Nitrososphaera"	"s__SCA1145"
"209613"	"k__Bacteria"	"p__Gemmatimonadetes"	"c__Gemm-1"	"o__"	"f__"	"g__"	"s__"
"4302753"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__"	"g__"	"s__"
"1052930"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Xanthomonadaceae"	"g__Luteimonas"	"s__"
"249068"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Micromonosporaceae"	"g__Pilimelia"	"s__"
"237634"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Pedosphaerae]"	"o__[Pedosphaerales]"	"f__"	"g__"	"s__"
"539496"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__"	"g__"	"s__"
"1037355"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Streptomycetaceae"	"g__Streptomyces"	"s__"
"586230"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Oxalobacteraceae"	"g__"	"s__"
"1121806"	"k__Bacteria"	"p__Chloroflexi"	"c__Gitt-GS-136"	"o__"	"f__"	"g__"	"s__"
"1088120"	"k__Bacteria"	"p__Bacteroidetes"	"c__Sphingobacteriia"	"o__Sphingobacteriales"	"f__Sphingobacteriaceae"	"g__Pedobacter"	"s__"
"965853"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Solirubrobacterales"	"f__"	"g__"	"s__"
"835594"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Bradyrhizobiaceae"	"g__Balneimonas"	"s__"
"510316"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Rhodoplanes"	"s__"
"831179"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__"	"s__"
"586031"	"k__Bacteria"	"p__WS3"	"c__PRR-12"	"o__Sediment-1"	"f__PRR-10"	"g__"	"s__"
"547097"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Phyllobacteriaceae"	"g__Mesorhizobium"	"s__"
"931643"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__Acidovorax"	"s__"
"222183"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__"	"s__"
"341698"	"k__Bacteria"	"p__Verrucomicrobia"	"c__Verrucomicrobiae"	"o__Verrucomicrobiales"	"f__Verrucomicrobiaceae"	"g__"	"s__"
"896338"	"k__Bacteria"	"p__Proteobacteria"	"c__Deltaproteobacteria"	"o__Myxococcales"	"f__"	"g__"	"s__"
"219243"	"k__Bacteria"	"p__Bacteroidetes"	"c__Sphingobacteriia"	"o__Sphingobacteriales"	"f__"	"g__"	"s__"
"1011958"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Spartobacteria]"	"o__[Chthoniobacterales]"	"f__[Chthoniobacteraceae]"	"g__"	"s__"
"876170"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__Salinibacterium"	"s__"
"883748"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Bacillus"	"s__"
"529793"	"k__Bacteria"	"p__Actinobacteria"	"c__Acidimicrobiia"	"o__Acidimicrobiales"	"f__EB1017"	"g__"	"s__"
"769292"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Ellin6067"	"f__"	"g__"	"s__"
"854368"	"k__Bacteria"	"p__Actinobacteria"	"c__Acidimicrobiia"	"o__Acidimicrobiales"	"f__EB1017"	"g__"	"s__"
"648543"	"k__Bacteria"	"p__Actinobacteria"	"c__Thermoleophilia"	"o__Gaiellales"	"f__Gaiellaceae"	"g__"	"s__"
"810679"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__"	"f__"	"g__"	"s__"
"269781"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Rhizobiaceae"	"g__Kaistia"	"s__"
"788632"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Methylophilales"	"f__Methylophilaceae"	"g__"	"s__"
"892000"	"k__Bacteria"	"p__Acidobacteria"	"c__Acidobacteria-6"	"o__iii1-15"	"f__"	"g__"	"s__"
"637184"	"k__Bacteria"	"p__Acidobacteria"	"c__Acidobacteria-6"	"o__iii1-15"	"f__"	"g__"	"s__"
"1051517"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__Bacillaceae"	"g__Bacillus"	"s__"
"1094453"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__Kaistobacter"	"s__"
"550219"	"k__Bacteria"	"p__Acidobacteria"	"c__Acidobacteria-6"	"o__iii1-15"	"f__"	"g__"	"s__"
"818282"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__SC-I-84"	"f__"	"g__"	"s__"
"254401"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Caulobacterales"	"f__Caulobacteraceae"	"g__Phenylobacterium"	"s__"
"546690"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Microbacteriaceae"	"g__"	"s__"
"3723650"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Sphingomonadales"	"f__Sphingomonadaceae"	"g__"	"s__"
"1108726"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Comamonadaceae"	"g__Methylibium"	"s__"
"1102554"	"k__Bacteria"	"p__Bacteroidetes"	"c__[Saprospirae]"	"o__[Saprospirales]"	"f__Chitinophagaceae"	"g__"	"s__"
"262768"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhodospirillales"	"f__Rhodospirillaceae"	"g__"	"s__"
"966091"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Geodermatophilaceae"	"g__Modestobacter"	"s__"
"55354"	"k__Bacteria"	"p__Planctomycetes"	"c__Phycisphaerae"	"o__WD2101"	"f__"	"g__"	"s__"
"515709"	"k__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Rhizobiales"	"f__Hyphomicrobiaceae"	"g__Rhodoplanes"	"s__"
"902698"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Nocardioidaceae"	"g__"	"s__"
"591499"	"k__Bacteria"	"p__Proteobacteria"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Oxalobacteraceae"	"g__Oxalobacter"	"s__"
"569066"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Xanthomonadales"	"f__Xanthomonadaceae"	"g__Dokdonella"	"s__"
"823091"	"k__Bacteria"	"p__Gemmatimonadetes"	"c__Gemm-1"	"o__"	"f__"	"g__"	"s__"
"219094"	"k__Bacteria"	"p__Verrucomicrobia"	"c__[Pedosphaerae]"	"o__[Pedosphaerales]"	"f__"	"g__"	"s__"
"961783"	"k__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Pseudomonadaceae"	"g__Pseudomonas"	"s__"
"823633"	"k__Bacteria"	"p__Actinobacteria"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Mycobacteriaceae"	"g__Mycobacterium"	"s__"
